ticker,QSMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-21,49900.0
2016-04-22,0.0
2016-05-19,-49.5
2016-05-20,0.0
2016-07-13,-70.297
2016-07-18,-63.3333
2016-08-02,0.0
2016-08-22,363.6364
2016-09-30,-21.5686
2016-10-04,-17.5
2016-10-05,9.0909
2016-10-06,-27.7778
2016-10-07,-18.8462
2016-10-11,18.4834
2016-10-13,-12.0
2016-10-17,9.0909
2016-10-18,-2.9167
2016-10-19,-27.0386
2016-10-20,-75.2941
2016-10-21,-30.9524
2016-10-24,-62.069
2016-10-25,13.6364
2016-10-26,-3.0
2016-10-27,22.6804
2016-10-28,-22.6891
2016-11-01,-65.2174
2016-11-03,0.0
2016-11-08,-42.25
2016-11-10,-13.4199
2016-11-11,50.0
2016-11-15,-33.3333
2016-12-13,-4.5
2016-12-29,-37.1728
2017-01-23,100.0
2017-01-24,-57.9167
2017-01-25,73.2673
2017-02-03,-20.5714
2017-02-24,7.9137
2017-03-08,0.0
2017-03-17,3.6
2017-03-22,2.9600999999999997
2017-03-23,1.25
2017-03-24,-0.6173
2017-04-03,-19.2547
2017-04-04,-19.2308
2017-04-05,0.0
2017-04-10,61.9048
2017-04-11,14.7059
2017-04-12,12.3077
2017-04-13,6.3927
2017-04-17,-72.9614
2017-04-18,46.0317
2017-04-19,-14.1304
2017-04-20,6.3291
2017-04-21,-14.2857
2017-04-24,11.1111
2017-04-25,2.5
2017-04-26,-28.0488
2017-04-27,18.6441
2017-04-28,-2.625
2017-05-01,-16.3763
2017-05-02,-1.7544
2017-05-03,-48.2143
2017-05-04,24.1379
2017-05-05,-13.8889
2017-05-08,-3.2258
2017-05-09,-3.3333
2017-05-10,-22.4138
2017-05-11,3.9167
2017-05-12,6.9233
2017-05-15,-4.0
2017-05-16,-4.1667
2017-05-17,8.6957
2017-05-18,0.0
2017-05-19,-20.0
2017-05-22,25.0
2017-05-23,9.0
2017-05-24,-19.2661
2017-05-25,-9.0909
2017-05-26,-5.0
2017-05-30,26.3158
2017-05-31,-41.6667
2017-06-01,-17.8571
2017-06-02,-21.7391
2017-06-05,22.2222
2017-06-06,-18.1818
2017-06-07,0.0
2017-06-08,5.5556
2017-06-09,-10.526299999999999
2017-06-12,15.2941
2017-06-13,-16.3265
2017-06-14,9.6341
2017-06-15,-16.574
2017-06-16,35.4
2017-06-19,13.2447
2017-06-20,-13.0435
2017-06-21,19.0
2017-06-22,-15.9664
2017-06-23,0.0
2017-06-26,9.9
2017-06-27,-11.101
2017-06-28,-16.0696
2017-06-29,12.8049
2017-06-30,-0.6216
2017-07-03,-0.4623
2017-07-05,-7.1038
2017-07-06,7.6471
2017-07-07,-10.3825
2017-07-10,-35.3659
2017-07-11,72.6415
2017-07-12,-12.0219
2017-07-13,-0.6211
2017-07-14,-12.5
2017-07-17,-7.8571
2017-07-18,-0.7752
2017-07-19,-6.25
2017-07-20,13.3333
2017-07-21,0.0
2017-07-24,-11.7647
2017-07-25,0.0
2017-07-26,11.1717
2017-07-28,-16.0458
2017-07-31,51.7857
2017-08-01,-11.7647
2017-08-02,6.6667
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,-17.3125
2017-08-08,36.0544
2017-08-09,-22.2222
2017-08-10,14.2857
2017-08-11,-12.5
2017-08-14,0.0
2017-08-15,28.5714
2017-08-16,0.0
2017-08-17,-11.1111
2017-08-18,-12.25
2017-08-21,-0.2849
2017-08-24,14.2857
2017-08-25,-9.845
2017-08-28,9.2563
2017-08-29,0.0
2017-08-30,-23.8579
2017-08-31,8.3333
2017-09-01,21.2308
2017-09-05,-30.203
2017-09-06,9.0909
2017-09-07,8.6667
2017-09-08,-0.3067
2017-09-11,0.3077
2017-09-12,11.0429
2017-09-13,-30.9392
2017-09-14,20.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,-16.5
2017-09-22,0.0
2017-09-25,-0.1996
2017-09-26,19.8
2017-09-27,5.5042
2017-09-28,-20.8823
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,-9.6
2017-10-06,-24.7788
2017-10-09,-26.1765
2017-10-10,-0.3984
2017-10-11,0.0
2017-10-12,-20.0
2017-10-13,75.0
2017-10-16,-4.2857
2017-10-17,-19.403
2017-10-18,0.0
2017-10-19,88.8889
2017-10-20,-28.9216
2017-10-23,29.7931
2017-10-24,-13.7152
2017-10-25,-7.5055
2017-10-27,-6.5245999999999995
2017-10-30,15.661
2017-10-31,47.794200000000004
2017-11-01,-33.3333
2017-11-02,0.0
2017-11-03,-8.75
2017-11-06,0.6849
2017-11-07,-0.6803
2017-11-08,-3.8356
2017-11-09,-0.2849
2017-11-10,-8.8
2017-11-13,-6.015
2017-11-14,-20.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,41.6667
2017-11-20,-20.2941
2017-11-21,16.2362
2017-11-22,-10.7937
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,24.5552
2017-11-29,-38.5714
2017-11-30,-6.5116
2017-12-01,64.1791
2017-12-04,-36.3636
2017-12-05,0.0
2017-12-06,-2.3810000000000002
2017-12-07,7.8537
2017-12-08,8.5482
2017-12-12,-14.5833
2017-12-13,0.0
2017-12-14,7.8537
2017-12-15,-6.8295
2017-12-18,-0.4854
2017-12-20,0.0
2017-12-21,7.3171
2017-12-22,-34.6364
2017-12-26,0.1391
2017-12-27,-6.25
2017-12-28,-25.9259
2017-12-29,0.0
2018-01-02,60.0
2018-01-03,18.75
2018-01-04,3.9474
2018-01-05,-24.0506
2018-01-08,33.3333
2018-01-09,-25.0
2018-01-11,0.0
2018-01-12,16.6667
2018-01-16,0.0
2018-01-17,0.0
2018-01-22,0.0
2018-01-25,0.0
2018-01-30,-14.2857
2018-01-31,0.0
2018-02-01,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,33.3333
2018-02-20,-25.0
2018-02-23,-33.3333
2018-02-27,50.0
2018-03-01,-33.3333
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,-35.0
2018-03-12,0.0
2018-03-19,100.0
2018-03-20,7.6923
2018-03-27,-28.5714
2018-04-05,-15.0
2018-04-09,-41.1765
2018-04-10,0.0
2018-04-11,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-19,0.0
2018-04-20,96.0
2018-04-24,-28.5714
2018-04-25,-21.4286
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-09,0.0
2018-05-15,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,-25.4545
2018-05-22,0.0
2018-05-31,46.3415
2018-06-01,233.3333
2018-06-04,0.0
2018-06-07,-7.5
2018-06-08,-40.5405
2018-06-12,-9.0909
2018-06-18,100.0
2018-06-19,-15.0
2018-06-20,-35.2941
2018-06-21,0.0
2018-06-22,0.0
2018-06-27,86.3636
2018-06-28,46.3415
2018-06-29,-16.6667
2018-07-05,-52.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,-16.6667
2018-07-13,-25.0
2018-07-19,100.0
2018-07-20,0.0
2018-07-24,0.0
2018-07-25,-52.0
2018-07-26,0.0
2018-07-30,11.1111
2018-07-31,1.25
2018-08-02,0.0
2018-08-07,0.0
2018-08-08,42.5926
2018-08-10,-26.4069
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,3.8235
2018-08-30,-3.6827
2018-08-31,5.8824
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,1.1111
2018-09-12,-17.5824
2018-09-13,-29.3333
2018-09-18,44.3396
2018-09-19,-30.719
2018-10-01,0.0
2018-10-03,1.8868
2018-10-04,4.2593
2018-10-09,-4.0853
2018-10-10,83.3333
2018-10-12,-1.0101
2018-10-15,-44.898
2018-10-19,40.7407
2018-10-22,-28.947400000000002
2018-10-25,0.0
2018-10-26,0.0
2018-11-02,4.0741
2018-11-05,-3.9146
2018-11-06,0.0
2018-11-07,4.0741
2018-11-13,-3.9146
2018-11-19,4.0741
2018-11-21,-3.9146
2018-11-26,0.0
2018-11-28,4.1667
2018-11-29,-4.0
2018-11-30,-1.8519
2018-12-03,0.0
2018-12-04,0.0
2018-12-07,-22.6415
2018-12-11,10.9756
2018-12-12,-9.8901
2018-12-13,10.9756
2018-12-18,0.0
2018-12-19,-9.8901
2018-12-21,70.7317
2018-12-24,-41.4286
2018-12-26,6.9512
2018-12-28,-8.7799
2018-12-31,50.0
2019-01-04,8.3333
2019-01-07,44.6154
2019-01-09,-53.5638
2019-01-22,-6.071
2019-01-24,0.0
2019-01-28,0.0
2019-02-04,9.7561
2019-02-06,55.5556
2019-02-07,-0.7143
2019-02-11,0.7194
2019-02-13,0.0
2019-02-14,-39.3571
2019-02-19,-3.4158
2019-02-20,0.0
2019-02-21,6.4634
2019-02-25,0.8018
2019-02-26,0.0
2019-02-27,-6.8182
2019-03-01,0.0
2019-03-05,38.9024
2019-03-07,-3.4241
2019-03-13,0.0
2019-03-14,-25.4545
2019-03-18,0.0
2019-03-19,2.439
2019-03-21,0.0
2019-03-29,-99.9762
2019-04-02,699900.0018
2019-04-04,-24.0
2019-04-12,-6.015
2019-04-15,0.0
2019-04-18,0.0
2019-04-23,0.0
2019-04-26,4.64
2019-05-01,-21.6361
2019-05-02,13.9512
2019-05-03,-5.8219
2019-05-06,0.0
2019-05-07,0.0
2019-05-09,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-17,0.0
2019-05-22,13.6364
2019-05-23,54.0
2019-05-24,0.0
2019-06-04,0.0
2019-06-06,-35.0649
2019-06-12,4.16
2019-06-28,3.533
2019-07-01,0.1484
2019-07-03,-62.963
2019-07-08,0.0
2019-07-12,-19.0
2019-07-15,-47.5309
2019-07-22,90.5882
2019-07-25,-1.2346
2019-07-31,375.0
2019-08-01,-77.6316
2019-08-05,0.0
2019-08-08,347.0588
2019-08-09,1.3158
2019-08-12,3.8961
2019-08-13,-78.75
2019-08-23,194.1176
2019-08-28,0.0
2019-08-30,80.0
2019-09-03,100.0
2019-09-05,-16.6667
2019-09-10,0.0
2019-09-11,26.6667
2019-09-12,0.0
2019-09-16,-21.0526
2019-09-17,-33.3333
2019-09-23,50.0
2019-09-26,-46.6667
2019-10-02,91.35
2019-10-03,-2.6653000000000002
2019-10-07,-49.6644
2019-10-08,2.6667
2019-10-11,-2.5974
2019-10-23,73.3333
2019-10-28,53.8462
2019-10-30,-22.0
2019-11-01,-3.8462
2019-11-04,12.6667
2019-11-05,-11.2426
2019-11-07,0.0
2019-11-11,-14.4
2019-11-15,-6.5421
2019-11-18,0.0
2019-11-21,-7.5
2019-11-25,98.1982
2019-11-27,13.6364
2019-11-29,-54.0
2019-12-03,-3.4783
2019-12-05,0.0
2019-12-06,0.0
2019-12-11,-9.9099
2019-12-12,0.0
2019-12-13,0.0
2019-12-17,-10.0
2019-12-18,-5.5556
2019-12-20,-6.1176
2019-12-23,12.782
2019-12-26,-16.6667
2019-12-30,-64.0
2020-01-02,46.6667
2020-01-10,-24.2424
2020-01-13,32.0
2020-01-17,-21.7172
2020-01-21,0.0
2020-01-24,0.0
2020-01-28,0.0
2020-02-04,39.5161
2020-02-06,1.341
2020-02-07,-29.2722
2020-02-11,3.2258
2020-02-13,87.5
2020-02-25,-65.0
2020-02-26,238.0952
2020-02-28,-28.169
2020-03-03,19.6078
2020-03-06,-16.3934
2020-03-09,0.0
2020-03-10,-1.9607999999999999
2020-03-11,-50.0
2020-03-12,8.0
2020-03-18,48.1481
2020-03-19,0.0
2020-03-23,0.0
2020-03-24,-35.0
2020-03-25,-15.3846
2020-03-26,13.6364
2020-03-30,8.0
2020-03-31,60.8519
2020-04-01,15.1278
2020-04-02,10.0
2020-04-03,-9.0909
2020-04-07,0.0
2020-04-08,-30.0
2020-04-09,0.0
2020-04-13,14.2857
2020-04-14,-32.5
2020-04-17,77.7778
2020-04-20,-47.9167
2020-04-21,100.0
2020-04-23,60.0
2020-05-04,62.5
2020-05-07,-62.3077
2020-05-12,0.0
2020-05-13,0.0
2020-05-19,0.0
2020-05-22,0.0
2020-05-26,2.0408
2020-06-01,0.0
2020-06-03,0.0
2020-06-05,0.0
2020-06-08,35.0
2020-06-10,-25.9259
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,100.0
2020-06-19,50.0
2020-06-22,-33.3333
2020-06-24,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,20.0
2020-07-09,57.9167
2020-07-13,-26.1214
2020-07-15,42.8571
2020-07-16,19.5
2020-07-21,-8.159
2020-07-22,-8.8838
2020-07-27,9.65
2020-07-28,-33.8805
2020-07-29,17.2414
2020-07-30,0.0
